index,title,ingredients,directions
1502,seattle-nicoise,"['3/4 pound chunked (not thin sliced), Alaska-style smoked salmon', '1 cup bottled champagne salad dressing', 'sea salt and freshly ground black pepper to taste', '4 ounces pickled green beans, cut in thirds', '1 1/2 pounds new potatoes, red or yellow, scrubbed', '3 medium tomatoes, quartered', '5 eggs, hard cooked and peeled, then quartered', '1/2 cup nicoise or other small, black, pitted olives']","Break the salmon into large but still bite-sized chunks and set aside. Boil the new potatoes for about 15 minutes in salted water, till they are just cooked through (you can run a sharp knife through one) but not falling apart. Drain completely, and then cut into bite-sized chunks. Place in a large bowl and pour half of the dressing over them. Add the egg wedges, beans, olives, tomatoes and salmon chunks. Drizzle vinaigrette to taste, then salt and pepper as desired. Gently stir together and serve warm. "
1503,hot-german-potato-salad-i,"['6 potatoes', '4 large eggs', '1 pound bacon', '1 medium head escarole', '1/4 cup apple cider vinegar']","Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool and chop. Place eggs in a saucepan and cover with cold water. Bring water to a boil; cover, remove from heat, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop. Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. Reserve bacon drippings. Place potatoes in skillet with reserved bacon dripping, fry until heated through. Add escarole, bacon, eggs and vinegar. Cook until escarole becomes wilted and serve warm. "
1504,american-potato-salad,"['5 pounds red potatoes', '6 eggs', '2 cups mayonnaise', '1 onion, diced', '2 green onions, thinly sliced', '1 small green bell pepper, seeded and diced', '3 stalks celery, thinly sliced', '2 teaspoons salt', '1 teaspoon ground black pepper']","Bring a large pot of water to a boil. Add potatoes, and cook for 15 to 20 minutes, or until tender but still firm. Drain, cool and cut into cubes. Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop. In a large bowl, combine chopped potatoes and eggs. Mix together mayonnaise, chopped onion, green onion, green pepper, and celery. Season with salt and pepper, then mix well. Cover, and refrigerate for several hours or overnight. "
1505,sweet-potato-white-potato-salad,"['2 sweet potato, peeled and cut into 3/4-inch cubes', '2 potatoes, peeled and cut into 3/4 inch cubes', '2 teaspoons distilled white vinegar', '1/4 cup light mayonnaise', '1/4 cup light sour cream', '2 teaspoons fresh lemon juice', '1 teaspoon curry powder, or to taste', 'salt and ground black pepper to taste', '1/4 cup chopped green onions', '1/2 cup chopped celery', '1 tablespoon chopped fresh cilantro']","Place potatoes in two separate saucepans and cover with water. Bring to a boil over high heat, then turn heat to medium-low. Cover, and cook until tender but still firm, 12 to 14 minutes for sweet potatoes, and 10 to 12 minutes for white potatoes. Drain and place in a large mixing bowl. Sprinkle with vinegar, and cool. To make the dressing, combine the mayonnaise, sour cream, lemon juice, and curry powder in a small bowl. Season to taste with salt and pepper. Mix the green onions, celery, and cilantro with the potatoes. Pour the dressing over the potato mixture, and toss to evenly coat vegetables. Refrigerate at least 1 hour before serving to let flavors blend. "
1506,spicy-black-bean-potato-salad,"['8 medium red potatoes', '4 eggs', '8 slices bacon', '1 (15 ounce) can black beans, drained and rinsed', '3 green onions, diced', '3 fresh jalapeno peppers, diced', '1/2 green bell pepper, diced', '2 1/2 cups mayonnaise', '2 tablespoons brown mustard', '1 teaspoon Cajun seasoning', 'salt and pepper to taste']","Place potatoes in a pot with enough water to cover. Bring to a boil, and cook until tender. Drain, dice, and cool. Place eggs in a pot with enough cold water to cover. Bring to a boil and immediately remove from heat. Cover saucepan, and let eggs stand in hot water for 10 to 12 minutes. Drain, cool, peel and chop. Place bacon in a skillet over medium-high heat, and cook until evenly brown. Drain, crumble and set aside. In a large bowl, mix chopped eggs, 1/2 the bacon, black beans, green onions, jalapeno peppers, bell pepper, mayonnaise, mustard, and Cajun seasoning. Gently mix in diced, cooled potatoes. Season with salt and pepper, and sprinkle with remaining bacon. Cover, and refrigerate until ready to serve. "
1507,baked-potato-salad-with-dill,"['4 baking potatoes', '4 ounces fresh bean sprouts', '1/4 cup coarsely chopped walnuts', '4 celery, thinly sliced', '4 radishes, sliced', '3 tablespoons chopped fresh dill weed', '2 tablespoons chopped fresh parsley', '1/3 cup mayonnaise', '2 tablespoons lemon juice', '4 teaspoons Dijon-style prepared mustard', '1/4 teaspoon curry powder']","Preheat over to 400 degrees F (200 degrees C). Pierce the potatoes with a fork, and bake in the preheated over for about an hour, or until tender. Remove from oven, let cool, and then chill until cold. Peel and cube the potatoes, and then add to a large bowl along with the bean sprouts, walnuts, celery, radishes, dill weed and parsley. Whisk together the mayonnaise, lemon juice, mustard and curry powder. Pour dressing over potato mixture; toss to coat. Cover and refrigerate until ready to serve. "
1508,moms-italian-potato-salad,"['5 large Yukon Gold potatoes', '1 large cucumber, chopped', '5 stalks celery, chopped', '1 large red onion, chopped', '3/4 cup green olives with pimento, chopped', '1/4 cup olive oil', '1/2 cup red wine vinegar', '1/4 teaspoon garlic powder', 'salt and ground black pepper to taste']","Place potatoes in a large saucepan, cover with water, and bring to a boil over high heat. Reduce the heat to medium-low, and simmer until the potatoes are tender, about 15 minutes. Drain and cool, then cut into 1-inch cubes. Combine the potatoes, cucumber, celery, onion, and olives in a large bowl. Whisk together the olive oil, red wine vinegar, and garlic powder in a small bowl. Pour the dressing over the potatoes and vegetables; mix well. Season with salt and pepper, then chill. Stir the potato salad again before serving. "
1509,red-white-and-blue-potato-salad,"['1 pound medium purple potatoes, scrubbed', '2 bunches red radishes, trimmed and diced', '1/2 white onion, diced', '1/2 cup crumbled blue cheese', '3 tablespoons mayonnaise']","Bring a large pot of salted water to a boil; add potatoes and cook until tender, about 15 minutes. Drain, cool and dice the potatoes. Combine the potatoes, radishes, onion, blue cheese and mayonnaise in a large bowl; mix until the mayonnaise evenly coats the ingredients. "
1510,roasted-potato-and-garlic-salad,"['8 red potatoes - unpeeled, scrubbed and cubed', '2 red bell peppers', '2 medium heads garlic', '1/2 cup olive oil', 'salt and pepper to taste', '1/3 cup balsamic vinegar', '1/3 cup olive oil', '1 teaspoon dried oregano']","Preheat oven to 400 degrees F (200 degrees C). Place 1/2 cup of olive oil in a large bowl. Toss the cubed potatoes in the oil until coated, and then spread them evenly on a baking sheet. Pass the red peppers through the bowl of oil, making sure they are evenly coated. Place on a separate baking sheet. Cut about 1/2 inch off the tops of the garlic and drizzle with the remaining oil from the bowl. Place on the baking sheet with the red peppers. Sprinkle the potatoes, peppers and garlic with salt and pepper, and then place both sheets in the oven for about 20 minutes. Check the potatoes: they should be soft, brown and crispy. If not, return them to the oven for an additional 10 minutes or until they are done. The peppers and garlic will take longer, and are done when the skins on the peppers are black and garlic is dark brown (no more than 40 minutes total). Once everything has been roasted, place the potatoes in a large bowl and seal the peppers in a plastic bag to let them steam for 10 minutes. (This will loosen their skins.) Take the peppers out of the bag, remove their skins and seeds and chop them up. Add to the bowl with the potatoes and stir to mix. Turn the garlic heads upside down and squeeze the softened garlic past into a separate, small bowl. Mix in the balsamic vinegar, 1/3 cup olive oil and oregano until smooth. Pour the dressing onto the potatoes and peppers and toss to coat. Season to taste with additional salt and pepper. Best when served warm or at room temperature. To prepare in advance for an occasion, refrigerate and then reheat in the microwave just until warmed through. "
1511,australian-potato-salad,"['4 pounds white potatoes, cut into 1 inch cubes', '3/4 cup bottled French salad dressing', '1 cup chopped celery', '6 green onions, chopped', '1 1/4 cups mayonnaise', '1 cup sour cream', '1 tablespoon coarse grained mustard', '1/2 cup chopped fresh mint leaves', '1/2 cup chopped fresh dill weed', 'ground black pepper to taste']","Place the potatoes in a large pot and fill with enough water to cover. Bring to a boil with the pot uncovered, then remove from the heat, cover and let stand for 25 minutes. Drain and transfer to a serving bowl. Stir in the French salad dressing while the potatoes are still warm. Cool for at least 1 hour. Add the celery and green onions to the potatoes and mix in the mayonnaise, sour cream, mustard, mint, dill and pepper. Refrigerate until serving. "
1512,country-cottage-potato-salad,"['6 large unpeeled red potatoes', ""2 cups mayonnaise (such as Hellman's\xc2\xae)"", 'salt and ground black pepper to taste', '10 green onions, chopped', '1 (24 ounce) carton small-curd cottage cheese']","Place the potatoes into a large pot and cover with salted water. Bring to a boil; reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. When potatoes are cool enough to handle, slice about 1/4 inch thick; refrigerate until cool. Spread about 1/2 cup of mayonnaise on the bottom and up the sides of a large salad bowl. Place half the potato slices into the salad bowl in a layer. Generously season with salt and black pepper. Sprinkle half the green onions over the potatoes; layer half the cottage cheese and half of the remaining mayonnaise. Repeat layers and end with mayonnaise; spread the mayonnaise over the salad to seal in the layers. Sprinkle black pepper over the top of the salad, and cover with plastic wrap; refrigerate overnight. Toss well before serving. "
1513,amish-potato-salad,"['6 medium white potatoes with skin', '1 small onion, finely chopped', '1 cup chopped celery', '1 cup chopped carrots', '1 teaspoon celery seed', '4 hard-cooked eggs, peeled and chopped', '2 eggs, beaten', '3/4 cup white sugar', '1 teaspoon cornstarch', '1/2 teaspoon salt', '1/3 cup apple cider vinegar', '1/2 cup milk', '1 teaspoon prepared yellow mustard', '3 tablespoons butter', '1 cup mayonnaise or salad dressing']","Place the potatoes into a large pot, and fill with enough water to cover. Bring to a boil, and cook for about 20 minutes, or until easily pierced with a fork. Drain, and set aside to cool. While the potatoes are cooking, whisk together 2 eggs, sugar, cornstarch, and salt in a saucepan. Stir in the vinegar, milk, and mustard. Cook over medium heat, stirring frequently, until thickened, about 10 minutes. Remove from heat, and stir in the butter. Refrigerate until cool, then stir in the mayonnaise. Peel the potatoes if desired, and cut into medium dice. Place in a large bowl, and toss with the onion, celery, carrots, celery seed and hard-cooked eggs. Gently fold in the dressing. Refrigerate until serving. I personally like this to sit for at least a day before serving to let the flavors blend, but you may serve it as soon as it is chilled. "
1514,potato-egg-and-green-bean-salad,"['12 medium new potatoes, unpeeled and cut into quarters', '3 cups fresh green beans, trimmed and cut into desired length', '5 tablespoons olive oil', '6 hard-boiled (cooked) eggs, peeled and chopped', '2 tablespoons white wine vinegar', '1 teaspoon Dijon mustard', '1 clove garlic, minced', '1/4 teaspoon salt', '1/8 teaspoon freshly ground black pepper']","In a large saucepan, cover potatoes with cold salted water and bring to a boil. Cook until tender, about 10 minutes, adding beans in the last 4 or 5 minutes of cooking. When vegetables are tender, drain. Place in a large bowl; toss with 2 tbsp olive oil. Add eggs. Combine remaining 3 tbsp olive oil, vinegar, mustard, garlic, salt and pepper. Drizzle vinaigrette over vegetables and eggs; toss gently to combine. Adjust seasonings, if necessary. Serve warm. "
